t,Step,AgentID,geometry,x,y
2025-09-04 11:31:43.094895,0,0,POINT (-4.59458909454955 48.28272656192),-4.59458909454955,48.28272656192
2025-09-04 11:31:44.094895,1,0,POINT (-4.594589674735796 48.28272691114385),-4.594589674735796,48.28272691114385
2025-09-04 11:31:45.094895,2,0,POINT (-4.5945908292377995 48.282727613939635),-4.5945908292377995,48.282727613939635
2025-09-04 11:31:46.094895,3,0,POINT (-4.5945925234426515 48.2827286959381),-4.5945925234426515,48.2827286959381
2025-09-04 11:31:47.094895,4,0,POINT (-4.594594781902217 48.28273013941846),-4.594594781902217,48.28273013941846
2025-09-04 11:31:48.094895,5,0,POINT (-4.5945976251817555 48.28273192951845),-4.5945976251817555,48.28273192951845
2025-09-04 11:31:49.094895,6,0,POINT (-4.594601015686768 48.282734094887395),-4.594601015686768,48.282734094887395
2025-09-04 11:31:50.094895,7,0,POINT (-4.594604996467082 48.28273660395815),-4.594604996467082,48.28273660395815
2025-09-04 11:31:51.094895,8,0,POINT (-4.594609586024118 48.28273944322721),-4.594609586024118,48.28273944322721
2025-09-04 11:31:52.094895,9,0,POINT (-4.594614732363317 48.28274265367508),-4.594614732363317,48.28274265367508
2025-09-04 11:31:53.094895,10,0,POINT (-4.594620474870055 48.28274620620444),-4.594620474870055,48.28274620620444
2025-09-04 11:31:54.094895,11,0,POINT (-4.594626838610705 48.28275008220569),-4.594626838610705,48.28275008220569
2025-09-04 11:31:55.094895,12,0,POINT (-4.594633853918936 48.28275425813393),-4.594633853918936,48.28275425813393
2025-09-04 11:31:56.094895,13,0,POINT (-4.594641550589275 48.28275870986306),-4.594641550589275,48.28275870986306
2025-09-04 11:31:57.094895,14,0,POINT (-4.5946499272296775 48.28276343328724),-4.5946499272296775,48.28276343328724
2025-09-04 11:31:58.094895,15,0,POINT (-4.594658977888527 48.28276841637048),-4.594658977888527,48.28276841637048
2025-09-04 11:31:59.094895,16,0,POINT (-4.594668700746417 48.282773638894085),-4.594668700746417,48.282773638894085
2025-09-04 11:32:00.094895,17,0,POINT (-4.594679110093902 48.282779085838435),-4.594679110093902,48.282779085838435
2025-09-04 11:32:01.094895,18,0,POINT (-4.594690221029816 48.282784721351376),-4.594690221029816,48.282784721351376
2025-09-04 11:32:02.094895,19,0,POINT (-4.594702002909728 48.28279054626531),-4.594702002909728,48.28279054626531
2025-09-04 11:32:03.094895,20,0,POINT (-4.594714469374711 48.282796529946374),-4.594714469374711,48.282796529946374
2025-09-04 11:32:04.094895,21,0,POINT (-4.594727234292227 48.28280247820523),-4.594727234292227,48.28280247820523
2025-09-04 11:32:05.094895,22,0,POINT (-4.594740306859563 48.282808391744624),-4.594740306859563,48.282808391744624
2025-09-04 11:32:06.094895,23,0,POINT (-4.594753687075177 48.28281424185332),-4.594753687075177,48.28281424185332
2025-09-04 11:32:07.094895,24,0,POINT (-4.594767365674087 48.282820035391275),-4.594767365674087,48.282820035391275
2025-09-04 11:32:08.094895,25,0,POINT (-4.594781352553727 48.28282576842422),-4.594781352553727,48.28282576842422
2025-09-04 11:32:09.094895,26,0,POINT (-4.594795646497838 48.28283142187798),-4.594795646497838,48.28283142187798
2025-09-04 11:32:10.094895,27,0,POINT (-4.594810221364957 48.28283700015792),-4.594810221364957,48.28283700015792
2025-09-04 11:32:11.094895,28,0,POINT (-4.594825054211406 48.282842536195744),-4.594825054211406,48.282842536195744
2025-09-04 11:32:12.094895,29,0,POINT (-4.594840161021541 48.282847998721415),-4.594840161021541,48.282847998721415
2025-09-04 11:32:13.094895,30,0,POINT (-4.594855566883686 48.28285335418568),-4.594855566883686,48.28285335418568
2025-09-04 11:32:14.094895,31,0,POINT (-4.594871258869522 48.28285856962269),-4.594871258869522,48.28285856962269
2025-09-04 11:32:15.094895,32,0,POINT (-4.594887247428382 48.28286365267328),-4.594887247428382,48.28286365267328
2025-09-04 11:32:16.094895,33,0,POINT (-4.594903511147843 48.28286861383025),-4.594903511147843,48.28286861383025
2025-09-04 11:32:17.094895,34,0,POINT (-4.59492006902689 48.28287341722097),-4.59492006902689,48.28287341722097
2025-09-04 11:32:18.094895,35,0,POINT (-4.594936895832358 48.28287807769901),-4.594936895832358,48.28287807769901
2025-09-04 11:32:19.094895,36,0,POINT (-4.594953487524352 48.28288249651639),-4.594953487524352,48.28288249651639
2025-09-04 11:32:20.094895,37,0,POINT (-4.594969865407982 48.282886664273754),-4.594969865407982,48.282886664273754
2025-09-04 11:32:21.094895,38,0,POINT (-4.594985983936493 48.282890632497754),-4.594985983936493,48.282890632497754
2025-09-04 11:32:22.094895,39,0,POINT (-4.595001858819687 48.28289441863642),-4.595001858819687,48.28289441863642
2025-09-04 11:32:23.094895,40,0,POINT (-4.595017509782638 48.28289800453564),-4.595017509782638,48.28289800453564
2025-09-04 11:32:24.094895,41,0,POINT (-4.595032916244007 48.28290138148469),-4.595032916244007,48.28290138148469
2025-09-04 11:32:25.094895,42,0,POINT (-4.595048091022396 48.282904576987036),-4.595048091022396,48.282904576987036
2025-09-04 11:32:26.094895,43,0,POINT (-4.595063024477251 48.28290760157926),-4.595063024477251,48.28290760157926
2025-09-04 11:32:27.094895,44,0,POINT (-4.59507770587926 48.282910499095614),-4.59507770587926,48.282910499095614
2025-09-04 11:32:28.094895,45,0,POINT (-4.59509214460685 48.282913252083226),-4.59509214460685,48.282913252083226
2025-09-04 11:32:29.094895,46,0,POINT (-4.595106352859462 48.282915893339734),-4.595106352859462,48.282915893339734
2025-09-04 11:32:30.094895,47,0,POINT (-4.595120328643506 48.28291841080363),-4.595120328643506,48.28291841080363
2025-09-04 11:32:31.094895,48,0,POINT (-4.595134074159229 48.28292078333249),-4.595134074159229,48.28292078333249
2025-09-04 11:32:32.094895,49,0,POINT (-4.595147583452785 48.282923042081386),-4.595147583452785,48.282923042081386
2025-09-04 11:32:33.094895,50,0,POINT (-4.595160865008854 48.28292516484247),-4.595160865008854,48.28292516484247
2025-09-04 11:32:34.094895,51,0,POINT (-4.595173918118762 48.282927190062914),-4.595173918118762,48.282927190062914
2025-09-04 11:32:35.094895,52,0,POINT (-4.595186234476305 48.2829291007291),-4.595186234476305,48.2829291007291
2025-09-04 11:32:36.094895,53,0,POINT (-4.595197808581424 48.282930906754075),-4.595197808581424,48.282930906754075
2025-09-04 11:32:37.094895,54,0,POINT (-4.595208664494463 48.2829326222263),-4.595208664494463,48.2829326222263
2025-09-04 11:32:38.094895,55,0,POINT (-4.595218818019662 48.282934258352654),-4.595218818019662,48.282934258352654
2025-09-04 11:32:39.094895,56,0,POINT (-4.595228274904574 48.28293583056223),-4.595228274904574,48.28293583056223
2025-09-04 11:32:40.094895,57,0,POINT (-4.595237046168758 48.282937363860434),-4.595237046168758,48.282937363860434
2025-09-04 11:32:41.094895,58,0,POINT (-4.595245138429033 48.282938858216994),-4.595245138429033,48.282938858216994
2025-09-04 11:32:42.094895,59,0,POINT (-4.5952525728865785 48.28294033408281),-4.5952525728865785,48.28294033408281
2025-09-04 11:32:43.094895,60,0,POINT (-4.595259359905193 48.282941800713225),-4.595259359905193,48.282941800713225
2025-09-04 11:32:44.094895,61,0,POINT (-4.595265512758304 48.28294325253582),-4.595265512758304,48.28294325253582
2025-09-04 11:32:45.094895,62,0,POINT (-4.595271035279155 48.282944732657114),-4.595271035279155,48.282944732657114
2025-09-04 11:32:46.094895,63,0,POINT (-4.595275941963791 48.28294623225706),-4.595275941963791,48.28294623225706
2025-09-04 11:32:47.094895,64,0,POINT (-4.5952802557721055 48.28294778032315),-4.5952802557721055,48.28294778032315
2025-09-04 11:32:48.094895,65,0,POINT (-4.595283988275165 48.2829493402672),-4.595283988275165,48.2829493402672
2025-09-04 11:32:49.094895,66,0,POINT (-4.59528713397541 48.28295096287497),-4.59528713397541,48.28295096287497
2025-09-04 11:32:50.094895,67,0,POINT (-4.595289717069123 48.28295265738632),-4.595289717069123,48.28295265738632
2025-09-04 11:32:51.094895,68,0,POINT (-4.5952917317487305 48.28295437521013),-4.5952917317487305,48.28295437521013
2025-09-04 11:32:52.094895,69,0,POINT (-4.595293195464519 48.28295610048364),-4.595293195464519,48.28295610048364
2025-09-04 11:32:53.094895,70,0,POINT (-4.595294125903312 48.28295788342906),-4.595294125903312,48.28295788342906
2025-09-04 11:32:54.094895,71,0,POINT (-4.595294525077461 48.28295970783466),-4.595294525077461,48.28295970783466
2025-09-04 11:32:55.094895,72,0,POINT (-4.595294401439908 48.28296155773153),-4.595294401439908,48.28296155773153
2025-09-04 11:32:56.094895,73,0,POINT (-4.595293760922161 48.28296346381927),-4.595293760922161,48.28296346381927
2025-09-04 11:32:57.094895,74,0,POINT (-4.595292607786266 48.28296536614674),-4.595292607786266,48.28296536614674
2025-09-04 11:32:58.094895,75,0,POINT (-4.595290943108427 48.282967304608924),-4.595290943108427,48.282967304608924
2025-09-04 11:32:59.094895,76,0,POINT (-4.595288791874259 48.28296928263546),-4.595288791874259,48.28296928263546
2025-09-04 11:33:00.094895,77,0,POINT (-4.595286153487455 48.28297130213492),-4.595286153487455,48.28297130213492
2025-09-04 11:33:01.094895,78,0,POINT (-4.595283040337223 48.28297334199294),-4.595283040337223,48.28297334199294
2025-09-04 11:33:02.094895,79,0,POINT (-4.595279472138243 48.28297543279082),-4.595279472138243,48.28297543279082
2025-09-04 11:33:03.094895,80,0,POINT (-4.595275441346773 48.282977574576236),-4.595275441346773,48.282977574576236
2025-09-04 11:33:04.094895,81,0,POINT (-4.595270969876652 48.28297973170909),-4.595270969876652,48.28297973170909
2025-09-04 11:33:05.094895,82,0,POINT (-4.595266061233816 48.2829819191251),-4.595266061233816,48.2829819191251
2025-09-04 11:33:06.094895,83,0,POINT (-4.595260713906317 48.28298408361544),-4.595260713906317,48.28298408361544
2025-09-04 11:33:07.094895,84,0,POINT (-4.59525495235344 48.28298625593036),-4.59525495235344,48.28298625593036
2025-09-04 11:33:08.094895,85,0,POINT (-4.595248774811683 48.282988430153026),-4.595248774811683,48.282988430153026
2025-09-04 11:33:09.094895,86,0,POINT (-4.595242185040659 48.28299057609465),-4.595242185040659,48.28299057609465
2025-09-04 11:33:10.094895,87,0,POINT (-4.595235194627319 48.2829927071233),-4.595235194627319,48.2829927071233
2025-09-04 11:33:11.094895,88,0,POINT (-4.595227803851345 48.282994833353776),-4.595227803851345,48.282994833353776
2025-09-04 11:33:12.094895,89,0,POINT (-4.595220020587694 48.28299695241807),-4.595220020587694,48.28299695241807
2025-09-04 11:33:13.094895,90,0,POINT (-4.595211846124885 48.28299908591474),-4.595211846124885,48.28299908591474
2025-09-04 11:33:14.094895,91,0,POINT (-4.595203291237816 48.28300118089664),-4.595203291237816,48.28300118089664
2025-09-04 11:33:15.094895,92,0,POINT (-4.595194339220152 48.28300321035293),-4.595194339220152,48.28300321035293
2025-09-04 11:33:16.094895,93,0,POINT (-4.595185034078577 48.28300518425077),-4.595185034078577,48.28300518425077
2025-09-04 11:33:17.094895,94,0,POINT (-4.595175368591056 48.28300711021961),-4.595175368591056,48.28300711021961
2025-09-04 11:33:18.094895,95,0,POINT (-4.595165340872132 48.28300897450791),-4.595165340872132,48.28300897450791
2025-09-04 11:33:19.094895,96,0,POINT (-4.595155469015697 48.283010833548595),-4.595155469015697,48.283010833548595
2025-09-04 11:33:20.094895,97,0,POINT (-4.595145758276635 48.28301263105918),-4.595145758276635,48.28301263105918
2025-09-04 11:33:21.094895,98,0,POINT (-4.5951362112119885 48.283014400874606),-4.5951362112119885,48.283014400874606
2025-09-04 11:33:22.094895,99,0,POINT (-4.59512683123179 48.28301609654786),-4.59512683123179,48.28301609654786
2025-09-04 11:33:23.094895,100,0,POINT (-4.595117607915138 48.28301775068037),-4.595117607915138,48.28301775068037
2025-09-04 11:33:24.094895,101,0,POINT (-4.59510854609595 48.28301937319334),-4.59510854609595,48.28301937319334
2025-09-04 11:33:25.094895,102,0,POINT (-4.59509963319528 48.283020947708216),-4.59509963319528,48.283020947708216
2025-09-04 11:33:26.094895,103,0,POINT (-4.595090868724234 48.283022519442795),-4.595090868724234,48.283022519442795
2025-09-04 11:33:27.094895,104,0,POINT (-4.59508225714716 48.28302407785911),-4.59508225714716,48.28302407785911
2025-09-04 11:33:28.094895,105,0,POINT (-4.595073794538533 48.28302562603158),-4.595073794538533,48.28302562603158
2025-09-04 11:33:29.094895,106,0,POINT (-4.59506494384208 48.28302710940106),-4.59506494384208,48.28302710940106
2025-09-04 11:33:30.094895,107,0,POINT (-4.595055720591732 48.28302852727227),-4.595055720591732,48.28302852727227
2025-09-04 11:33:31.094895,108,0,POINT (-4.595046139969825 48.28302986132069),-4.595046139969825,48.28302986132069
2025-09-04 11:33:32.094895,109,0,POINT (-4.595036212380354 48.28303111695335),-4.595036212380354,48.28303111695335
2025-09-04 11:33:33.094895,110,0,POINT (-4.595025946532066 48.28303225850247),-4.595025946532066,48.28303225850247
2025-09-04 11:33:34.094895,111,0,POINT (-4.595015357864354 48.283033267330325),-4.595015357864354,48.283033267330325
2025-09-04 11:33:35.094895,112,0,POINT (-4.595004440784043 48.28303416392707),-4.595004440784043,48.28303416392707
2025-09-04 11:33:36.094895,113,0,POINT (-4.594993190332866 48.283034997317415),-4.594993190332866,48.283034997317415
2025-09-04 11:33:37.094895,114,0,POINT (-4.5949821031359726 48.283035846445834),-4.5949821031359726,48.283035846445834
2025-09-04 11:33:38.094895,115,0,POINT (-4.594971196783483 48.28303666948144),-4.594971196783483,48.28303666948144
2025-09-04 11:33:39.094895,116,0,POINT (-4.594960468580663 48.28303747450791),-4.594960468580663,48.28303747450791
2025-09-04 11:33:40.094895,117,0,POINT (-4.594949929179948 48.28303824007375),-4.594949929179948,48.28303824007375
2025-09-04 11:33:41.094895,118,0,POINT (-4.594939567233397 48.283039001588975),-4.594939567233397,48.283039001588975
2025-09-04 11:33:42.094895,119,0,POINT (-4.594929380186782 48.28303971360594),-4.594929380186782,48.28303971360594
2025-09-04 11:33:43.094895,120,0,POINT (-4.594919360837643 48.28304039717662),-4.594919360837643,48.28304039717662
2025-09-04 11:33:44.094895,121,0,POINT (-4.594909482701707 48.283041087619196),-4.594909482701707,48.283041087619196
2025-09-04 11:33:45.094895,122,0,POINT (-4.594900263429196 48.28304185659368),-4.594900263429196,48.28304185659368
2025-09-04 11:33:46.094895,123,0,POINT (-4.594891696032009 48.28304270783621),-4.594891696032009,48.28304270783621
2025-09-04 11:33:47.094895,124,0,POINT (-4.594883746501497 48.28304366621057),-4.594883746501497,48.28304366621057
2025-09-04 11:33:48.094895,125,0,POINT (-4.594876422790578 48.283044706615776),-4.594876422790578,48.283044706615776
2025-09-04 11:33:49.094895,126,0,POINT (-4.594869715333554 48.28304583172265),-4.594869715333554,48.28304583172265
