t,Step,AgentID,geometry,speed,x,y
2025-09-02 13:42:17.955294,0,0,POINT (-4.440986813377944 48.37595799683991),6.351424841442832e-06,-4.440986813377944,48.37595799683991
2025-09-02 13:42:18.955294,1,0,POINT (-4.440991769509718 48.375954024767985),6.351424841442832e-06,-4.440991769509718,48.375954024767985
2025-09-02 13:42:19.955294,2,0,POINT (-4.440997221254668 48.37594965548887),6.986567327225948e-06,-4.440997221254668,48.37594965548887
2025-09-02 13:42:20.955294,3,0,POINT (-4.441003168612797 48.375944889002554),7.621709813702125e-06,-4.441003168612797,48.375944889002554
2025-09-02 13:42:21.955294,4,0,POINT (-4.441009611584103 48.37593972530905),8.256852295041629e-06,-4.441009611584103,48.37593972530905
2025-09-02 13:42:22.955294,5,0,POINT (-4.441016550168586 48.375934164408356),8.891994780824745e-06,-4.441016550168586,48.375934164408356
2025-09-02 13:42:23.955294,6,0,POINT (-4.441023984366246 48.37592820630047),9.527137262164248e-06,-4.441023984366246,48.37592820630047
2025-09-02 13:42:24.955294,7,0,POINT (-4.441031914177083 48.37592185098539),1.0162279747947364e-05,-4.441031914177083,48.37592185098539
2025-09-02 13:42:25.955294,8,0,POINT (-4.4410403396010985 48.37591509846312),1.0797422234423542e-05,-4.4410403396010985,48.37591509846312
2025-09-02 13:42:26.955294,9,0,POINT (-4.441049260638291 48.375907948733655),1.1432564715763043e-05,-4.441049260638291,48.375907948733655
2025-09-02 13:42:27.955294,10,0,POINT (-4.441058677288661 48.375900401797),1.206770720154616e-05,-4.441058677288661,48.375900401797
2025-09-02 13:42:28.955294,11,0,POINT (-4.4410685895522075 48.375892457653144),1.2702849687329275e-05,-4.4410685895522075,48.375892457653144
2025-09-02 13:42:29.955294,12,0,POINT (-4.4410789974289315 48.3758841163021),1.333799216866878e-05,-4.4410789974289315,48.3758841163021
2025-09-02 13:42:30.955294,13,0,POINT (-4.441089900918834 48.37587537774387),1.3973134655144956e-05,-4.441089900918834,48.37587537774387
2025-09-02 13:42:31.955294,14,0,POINT (-4.441101300021913 48.37586624197844),1.460827713648446e-05,-4.441101300021913,48.37586624197844
2025-09-02 13:42:32.955294,15,0,POINT (-4.441113194738169 48.375856709005824),1.5243419622267575e-05,-4.441113194738169,48.375856709005824
2025-09-02 13:42:33.955294,16,0,POINT (-4.441125585067603 48.37584677882601),1.587856210805069e-05,-4.441125585067603,48.37584677882601
2025-09-02 13:42:34.955294,17,0,POINT (-4.441138471010214 48.37583645143901),1.6513704590083258e-05,-4.441138471010214,48.37583645143901
2025-09-02 13:42:35.955294,18,0,POINT (-4.441151852566002 48.37582572684481),1.714884707517331e-05,-4.441151852566002,48.37582572684481
2025-09-02 13:42:36.955294,19,0,POINT (-4.441165729734968 48.375814605043416),1.778398956164949e-05,-4.441165729734968,48.375814605043416
2025-09-02 13:42:37.955294,20,0,POINT (-4.441180102517112 48.375803086034836),1.8419132043682054e-05,-4.441180102517112,48.375803086034836
2025-09-02 13:42:38.955294,21,0,POINT (-4.4411949709124325 48.37579116981906),1.905427452877211e-05,-4.4411949709124325,48.37579116981906
2025-09-02 13:42:39.955294,22,0,POINT (-4.44121033492093 48.37577885639609),1.9689417014555222e-05,-4.44121033492093,48.37577885639609
2025-09-02 13:42:40.955294,23,0,POINT (-4.4412261945426055 48.37576614576593),2.032455949658779e-05,-4.4412261945426055,48.37576614576593
2025-09-02 13:42:41.955294,24,0,POINT (-4.441242549777458 48.375753037928575),2.0959701982370904e-05,-4.441242549777458,48.375753037928575
