t,AgentID,speed,is_anomaly,anomaly_type,x,y
2025-09-04 15:40:23.865360,0,0.3631777502720757,False,,-4.366965738783783,48.3463274528
2025-09-04 15:40:24.865360,0,0.3631777502720757,False,,-4.366961781453443,48.34632552710109
2025-09-04 15:40:25.865360,0,0.4001156825363148,False,,-4.366957262695056,48.34632355886671
2025-09-04 15:40:26.865360,0,0.4368176587746563,False,,-4.3669522477986575,48.34632149577455
2025-09-04 15:40:27.865360,0,0.4735654492003992,False,,-4.366946726263988,48.34631935336846
2025-09-04 15:40:28.865360,0,0.5103560155586123,False,,-4.366940688515517,48.34631714747746
2025-09-04 15:40:29.865360,0,0.547186065050613,False,,-4.366934125918162,48.346314894194975
2025-09-04 15:40:30.865360,0,0.5840520673125902,False,,-4.366927030791958,48.34631260985788
2025-09-04 15:40:31.865360,0,0.6209502720749621,False,,-4.366919396425672,48.34631031102513
2025-09-04 15:40:32.865360,0,0.6578767088220545,False,,-4.36691121708933,48.34630801445611
2025-09-04 15:40:33.865360,0,0.6948272175458522,False,,-4.36690248804566,48.346305737088805
2025-09-04 15:40:34.865360,0,0.7317974632398208,False,,-4.366893205560424,48.34630349601761
2025-09-04 15:40:35.865360,0,0.7687829482703402,False,,-4.36688336691164,48.346301308471006
2025-09-04 15:40:36.865360,0,0.8057790341256085,False,,-4.366872970397673,48.34629919178896
2025-09-04 15:40:37.865360,0,0.8427809599673659,False,,-4.366862015344186,48.3462971634002
2025-09-04 15:40:38.865360,0,0.8797838615537099,False,,-4.366850502109946,48.34629524079936
2025-09-04 15:40:39.865360,0,0.9167827920910444,False,,-4.366838432091486,48.34629344152386
2025-09-04 15:40:40.865360,0,0.9534541355614204,False,,-4.366825879272287,48.34629157027735
2025-09-04 15:40:41.865360,0,0.9901254841454564,False,,-4.36681284365235,48.34628962705982
2025-09-04 15:40:42.865360,0,1.0267968357228148,False,,-4.366799325231675,48.34628761187126
2025-09-04 15:40:43.865360,0,1.0634681925903209,False,,-4.366785324010261,48.34628552471169
2025-09-04 15:40:44.865360,0,1.1001395522724335,False,,-4.366770839988109,48.3462833655811
2025-09-04 15:40:45.865360,0,1.1368109174200562,False,,-4.366755873165219,48.34628113447949
2025-09-04 15:40:46.865360,0,1.1734822866189414,False,,-4.36674042354159,48.346278831406856
2025-09-04 15:40:47.865360,0,1.2101536602229512,False,,-4.366724491117223,48.346276456363206
2025-09-04 15:40:48.865360,0,1.2468250407054533,False,,-4.3667080758921175,48.34627400934853
2025-09-04 15:40:49.865360,0,0.3667132578070479,False,,-4.366703247884733,48.34627328963833
2025-09-04 15:40:50.865360,0,0.4033845885903992,False,,-4.36669793707661,48.34627249795712
2025-09-04 15:40:51.865360,0,0.4400559225500585,False,,-4.36669214346775,48.34627163430488
2025-09-04 15:40:52.865360,0,0.4767272565046118,False,,-4.366685867058151,48.34627069868163
2025-09-04 15:40:53.865360,0,0.5133985939878797,False,,-4.366679107847813,48.34626969108735
2025-09-04 15:40:54.865360,0,0.5500699325259988,False,,-4.366671865836737,48.346268611522056
2025-09-04 15:40:55.865360,0,0.5867412742380331,False,,-4.3666641410249225,48.34626745998574
2025-09-04 15:40:56.865360,0,0.6234126173578444,False,,-4.366655933412369,48.3462662364784
2025-09-04 15:40:57.865360,0,0.6600839632973247,False,,-4.366647242999078,48.34626494100005
2025-09-04 15:40:58.865360,0,0.6967553122339762,False,,-4.366638069785049,48.34626357355067
2025-09-04 15:40:59.865360,0,0.7334266623998794,False,,-4.366628413770281,48.34626213413028
2025-09-04 15:41:00.865360,0,0.7700980173282261,False,,-4.366618274954774,48.34626062273886
2025-09-04 15:41:01.865360,0,0.8067693740144598,False,,-4.366607653338529,48.34625903937643
2025-09-04 15:41:02.865360,0,0.8434407356399993,False,,-4.366596548921546,48.34625738404298
2025-09-04 15:41:03.865360,0,0.8804061979568658,False,,-4.366584895661643,48.346255853218686
2025-09-04 15:41:04.865360,0,0.8613678190361246,False,,-4.366573494398446,48.346254355497805
2025-09-04 15:41:05.865360,0,0.8980514374252335,False,,-4.366561607582755,48.34625279399258
2025-09-04 15:41:06.865360,0,0.9347350582788686,False,,-4.366549235214567,48.34625116870302
2025-09-04 15:41:07.865360,0,0.9714186844248812,False,,-4.366536377293883,48.3462494796291
2025-09-04 15:41:08.865360,0,1.0081023125043418,False,,-4.366523033820704,48.34624772677085
2025-09-04 15:41:09.865360,0,1.0447859453458428,False,,-4.366509204795028,48.34624591012824
2025-09-04 15:41:10.865360,0,1.081469580649944,False,,-4.366494890216856,48.34624402970129
2025-09-04 15:41:11.865360,0,1.1181532210688707,False,,-4.366480090086188,48.34624208549
2025-09-04 15:41:12.865360,0,1.154836865009644,False,,-4.366464804403025,48.34624007749436
2025-09-04 15:41:13.865360,0,1.1915205121200831,False,,-4.366449033167365,48.34623800571437
2025-09-04 15:41:14.865360,0,1.2282041655797216,False,,-4.366432776379209,48.34623587015004
2025-09-04 15:41:15.865360,0,1.264887822208547,False,,-4.366416034038557,48.34623367080136
2025-09-04 15:41:16.865360,0,1.3015714830658718,False,,-4.366398806145409,48.34623140766834
2025-09-04 15:41:17.865360,0,1.3382551493877204,False,,-4.366381092699766,48.34622908075097
2025-09-04 15:41:18.865360,0,1.3749388206441793,False,,-4.366362893701626,48.34622669004926
2025-09-04 15:41:19.865360,0,1.4116224957743868,False,,-4.366344209150991,48.3462242355632
2025-09-04 15:41:20.865360,0,1.4483061768991117,False,,-4.366325039047859,48.34622171729279
2025-09-04 15:41:21.865360,0,1.4854281304318582,False,,-4.366305285469309,48.3462194684125
2025-09-04 15:41:22.865360,0,1.522122639705369,False,,-4.366285043919278,48.34621716397825
